tile_id,project_year,easting_m,northing_m,height_m
S13_4879_30,2016,3499206.0,1188378.0,3.664
S13_4879_30,2016,3499731.0,1188553.0,2.701
S13_4879_30,2016,3499466.0,1187763.0,5.064
S13_4879_30,2016,3500111.0,1188538.0,12.002
S13_4879_30,2016,3499716.0,1187628.0,2.743
S13_4879_30,2016,3499506.0,1188528.0,5.764
S13_4879_30,2016,3499571.0,1187883.0,34.425
S13_4879_30,2016,3499666.0,1187438.0,6.741
S13_4879_30,2016,3500256.0,1188058.0,2.736
S13_4879_30,2016,3499851.0,1188108.0,7.359
S13_4879_30,2016,3500286.0,1188688.0,11.69
S13_4879_30,2016,3499881.0,1188308.0,14.858
S13_4879_30,2016,3499346.0,1187908.0,11.997
S13_4879_30,2016,3499776.0,1188373.0,11.093
S13_4879_30,2016,3500416.0,1188578.0,4.963
S13_4879_30,2016,3499956.0,1188213.0,5.336
S13_4879_30,2016,3500556.0,1188508.0,12.824
S13_4879_30,2016,3499621.0,1188208.0,7.244
S13_4879_30,2016,3500261.0,1188378.0,23.99
S13_4879_30,2016,3499951.0,1188448.0,24.909
S13_4879_30,2016,3500106.0,1188038.0,14.504
S13_4879_30,2016,3500136.0,1187523.0,39.877
S13_4879_30,2016,3499931.0,1188048.0,14.601
S13_4879_30,2016,3499951.0,1188463.0,23.916
